資料番号	資料名	資料内漢字番号	資料内漢語番号	単字_見出し	単字_出現形	漢語_見出し	漢語_出現形	漢語_alphabet	語種	位置	単字長さ	声点	声点型	仮名注	仮名型	反切	類音	節博士	その他	出現位置	備考	単字_alphabet
50-041-01	邦訳日葡辞書	16822	8446	番	番	結番	結番	qetban		2	2			バン	ケっバン				推定表記出現形：結番・欠番	490l		ban
50-041-01	邦訳日葡辞書	16823	8447	欠	欠	欠番	欠番	qetban		1	2			ケっ	ケっバン				推定表記出現形：結番・欠番	490l		qet
50-041-01	邦訳日葡辞書	16824	8447	番	番	欠番	欠番	qetban		2	2			バン	ケっバン				推定表記出現形：結番・欠番	490l		ban
50-041-01	邦訳日葡辞書	16825	8448	血	血	血判	血判	qetban		1	2			ケっ	ケっバン					490l	2項目を統合（qeppanのvel注記）	qet
50-041-01	邦訳日葡辞書	16826	8448	判	判	血判	血判	qetban		2	2			バン	ケっバン					490l	2項目を統合（qeppanのvel注記）	ban
50-041-01	邦訳日葡辞書	16827	8449	闕	闕	闕乏	闕乏	qetbocu		1	2			ケっ	ケっボク					490l		qet
50-041-01	邦訳日葡辞書	16828	8449	乏	乏	闕乏	闕乏	qetbocu		2	2			ボク	ケっボク					490l		bocu
50-041-01	邦訳日葡辞書	16829	8450	血	血	血汗紅涙	血汗紅涙	"qetcan, c_rui"		1	2			ケっ	ケっカンコゥルイ					490l		qet
50-041-01	邦訳日葡辞書	16830	8450	汗	汗	血汗紅涙	血汗紅涙	"qetcan, c_rui"		2	2			カン	ケっカンコゥルイ					490l		can
50-041-01	邦訳日葡辞書	16831	8450	紅	紅	血汗紅涙	血汗紅涙	"qetcan, c_rui"		3	2			コゥ	ケっカンコゥルイ					490l		c_
50-041-01	邦訳日葡辞書	16832	8450	涙	涙	血汗紅涙	血汗紅涙	"qetcan, c_rui"		4	2			ルイ	ケっカンコゥルイ					490l		rui
50-041-01	邦訳日葡辞書	16833	8451	決	決	決斷	決断	qetdan		1	2			ケっ	ケっダン				推定表記出現形：決断・決談	490l		qet
50-041-01	邦訳日葡辞書	16834	8451	斷	断	決斷	決断	qetdan		2	2			ダン	ケっダン				推定表記出現形：決断・決談	490l		dan
50-041-01	邦訳日葡辞書	16835	8452	決	決	決談	決談	qetdan		1	2			ケっ	ケっダン				推定表記出現形：決断・決談	490l		qet
50-041-01	邦訳日葡辞書	16836	8452	談	談	決談	決談	qetdan		2	2			ダン	ケっダン				推定表記出現形：決断・決談	490l		dan
50-041-01	邦訳日葡辞書	16837	8453	結	結	結夏	結夏	qetgue		1	2			ケっ	ケっゲ					490l		qet
50-041-01	邦訳日葡辞書	16838	8453	夏	夏	結夏	結夏	qetgue		2	1			ゲ	ケっゲ					490l		gue
50-041-01	邦訳日葡辞書	16839	8454	結	結	結願	結願	qetguan		1	2			ケっ	ケっグヮン					490l	複合派生項目：qetguanno fi	qet
50-041-01	邦訳日葡辞書	16840	8454	願	願	結願	結願	qetguan		2	2			グヮン	ケっグヮン					490l	複合派生項目：qetguanno fi	guan
50-041-01	邦訳日葡辞書	16841	8455	決	決	決着	決着	qetgiacu		1	2			ケっ	ケっヂャク					490l		qet
50-041-01	邦訳日葡辞書	16842	8455	着	着	決着	決着	qetgiacu		2	2			ヂャク	ケっヂャク					490l		giacu
50-041-01	邦訳日葡辞書	16843	8456	決	決	決定	決定	qetgio_		1	2			ケっ	ケっヂャゥ					490l		qet
50-041-01	邦訳日葡辞書	16844	8456	定	定	決定	決定	qetgio_		2	2			ヂャゥ	ケっヂャゥ					490l		gio_
50-041-01	邦訳日葡辞書	16845	8457	決	決	決然	決然	qetjen		1	2			ケっ	ケっゼン					490l		qet
50-041-01	邦訳日葡辞書	16846	8457	然	然	決然	決然	qetjen		2	2			ゼン	ケっゼン					490l		jen
50-041-01	邦訳日葡辞書	16847	8458	闕	闕	闕字	闕字	qetji		1	2			ケっ	ケっジ					490l		qet
50-041-01	邦訳日葡辞書	16848	8458	字	字	闕字	闕字	qetji		2	1			ジ	ケっジ					490l		ji
50-041-01	邦訳日葡辞書	16849	8459	闕	闕	闕事	闕事	qetji		1	2			ケっ	ケっジ					490l		qet
50-041-01	邦訳日葡辞書	16850	8459	事	事	闕事	闕事	qetji		2	1			ジ	ケっジ					490l		ji
50-041-01	邦訳日葡辞書	16851	8460	闕	闕	闕如	闕如	qetjo		1	2			ケっ	ケっジョ				推定表記出現形：闕如・闕所	490l		qet
50-041-01	邦訳日葡辞書	16852	8460	如	如	闕如	闕如	qetjo		2	1			ジョ	ケっジョ				推定表記出現形：闕如・闕所	490l		jo
50-041-01	邦訳日葡辞書	16853	8461	闕	闕	闕所	闕所	qetjo		1	2			ケっ	ケっジョ				推定表記出現形：闕如・闕所	490l		qet
50-041-01	邦訳日葡辞書	16854	8461	所	所	闕所	闕所	qetjo		2	1			ジョ	ケっジョ				推定表記出現形：闕如・闕所	490l		jo
50-041-01	邦訳日葡辞書	16855	8462	血	血	血脈	血脈	qetmiacu		1	2			ケっ	ケっミャク					490l		qet
50-041-01	邦訳日葡辞書	16856	8462	脈	脈	血脈	血脈	qetmiacu		2	2			ミャク	ケっミャク					490l		miacu
50-041-01	邦訳日葡辞書	16857	8463	血	血	血肉	血肉	qetnicu		1	2			ケっ	ケっニク					490r		qet
50-041-01	邦訳日葡辞書	16858	8463	肉	肉	血肉	血肉	qetnicu		2	2			ニク	ケっニク					490r		nicu
50-041-01	邦訳日葡辞書	16859	8464	血	血	血流	血流	qetri_		1	2			ケっ	ケっリュゥ					490r†		qet
50-041-01	邦訳日葡辞書	16860	8464	流	流	血流	血流	qetri_		2	2			リュゥ	ケっリュゥ					490r†		ri_
50-041-01	邦訳日葡辞書	16861	8465	血	血	血涙	血涙	qetrui		1	2			ケっ	ケっルイ					490r		qet
50-041-01	邦訳日葡辞書	16862	8465	涙	涙	血涙	血涙	qetrui		2	2			ルイ	ケっルイ					490r		rui
50-041-01	邦訳日葡辞書	16863	8466	闕	闕	闕退	闕退	qettai		1	2			ケッ	ケッタイ					490r†		qet
50-041-01	邦訳日葡辞書	16864	8466	退	退	闕退	闕退	qettai		2	2			タイ	ケッタイ					490r†		tai
50-041-01	邦訳日葡辞書	16865	8467	血	血	血暈	血暈	qetvn		1	2			ケっ	ケっウン					490r†		qet
50-041-01	邦訳日葡辞書	16866	8467	暈	暈	血暈	血暈	qetvn		2	2			ウン	ケっウン					490r†		vn
50-041-01	邦訳日葡辞書	16867	8468	結	結	結縁	結縁	qetyen		1	2			ケっ	ケっエン				"見出し語出現形：qetyen. l, qechiyen."	490r		qet
50-041-01	邦訳日葡辞書	16868	8468	縁	縁	結縁	結縁	qetyen		2	2			エン	ケっエン				"見出し語出現形：qetyen. l, qechiyen."	490r		yen
50-041-01	邦訳日葡辞書	16869	8469	血	血	血液	血液	qetyeqi		1	2			ケっ	ケっエキ					490r		qet
50-041-01	邦訳日葡辞書	16870	8469	液	液	血液	血液	qetyeqi		2	2			エキ	ケっエキ					490r		yeqi
50-041-01	邦訳日葡辞書	16871	8470	闕	闕	闕座	闕座	qetza		1	2			ケっ	ケっザ					490r		qet
50-041-01	邦訳日葡辞書	16872	8470	座	座	闕座	闕座	qetza		2	1			ザ	ケっザ					490r		za
50-041-01	邦訳日葡辞書	16873	8471	希	希	希有	希有	qev		1	1			ケ	ケウ					490r		qe
50-041-01	邦訳日葡辞書	16874	8471	有	有	希有	希有	qev		2	1			ウ	ケウ					490r		v
50-041-01	邦訳日葡辞書	16875	8472	芥	芥	芥子	芥子	qexi		1	1			ケ	ケシ					490r		qe
50-041-01	邦訳日葡辞書	16876	8472	子	子	芥子	芥子	qexi		2	1			シ	ケシ					490r		xi
50-041-01	邦訳日葡辞書	16877	8473	化	化	化	化し	qexi	混種語	1	1			ケし	ケシ				"見出し語出現形：qexi, suru, ita."	491l		qexi
50-041-01	邦訳日葡辞書	16878	8474	化	化	化身	化身	qexin		1	1			ケ	ケシン					491l		qe
50-041-01	邦訳日葡辞書	16879	8474	身	身	化身	化身	qexin		2	2			シン	ケシン					491l		xin
50-041-01	邦訳日葡辞書	16880	8475	氣	気	氣色	気色	qexiqi		1	1			ケ	ケシキ					491l	"複合派生項目：qexiqibami, qexiqidachi"	qe
50-041-01	邦訳日葡辞書	16881	8475	色	色	氣色	気色	qexiqi		2	2			シキ	ケシキ					491l	"複合派生項目：qexiqibami, qexiqidachi"	xiqi
50-041-01	邦訳日葡辞書	16882	8476	假	仮	假粧	仮粧	qexo_		1	1			ケ	ケシャゥ					491l	複合派生項目：qexo_icusa	qe
50-041-01	邦訳日葡辞書	16883	8476	粧	粧	假粧	仮粧	qexo_		2	2			シャゥ	ケシャゥ					491l	複合派生項目：qexo_icusa	xo_
50-041-01	邦訳日葡辞書	16884	8477	化	化	化生	化生	qexo_		1	1			ケ	ケシャゥ					491l	2項目を統合	qe
50-041-01	邦訳日葡辞書	16885	8477	生	生	化生	化生	qexo_		2	2			シャゥ	ケシャゥ					491l	2項目を統合	xo_
50-041-01	邦訳日葡辞書	16886	8478	懸	懸	懸想	懸想	qexo_		1	1			ケ	ケシャゥ				見出し語出現形：qexo_bumi	491l†		qe
50-041-01	邦訳日葡辞書	16887	8478	想	想	懸想	懸想	qexo_		2	2			シャゥ	ケシャゥ				見出し語出現形：qexo_bumi	491l†		xo_
50-041-01	邦訳日葡辞書	16888	8479	潔	潔	潔清	潔清	qexxei		1	2			ケッ	ケッセイ					491l†		qex
50-041-01	邦訳日葡辞書	16889	8479	清	清	潔清	潔清	qexxei		2	2			セイ	ケッセイ					491l†		xei
50-041-01	邦訳日葡辞書	16890	8480	決	決	決	決し	qexxi	混種語	1	2			ケッし	ケッシ				"見出し語出現形：qexxi, ssuru, xita."	491l		qexxi
50-041-01	邦訳日葡辞書	16891	8481	結	結	結	結し	qexxi	混種語	1	2			ケッし	ケッシ				"見出し語出現形：qexxi, ssuru, xita."	491r†		qexxi
50-041-01	邦訳日葡辞書	16892	8482	闕	闕	闕所	闕所	qexxo		1	2			ケッ	ケッショ					491r		qex
50-041-01	邦訳日葡辞書	16893	8482	所	所	闕所	闕所	qexxo		2	1			ショ	ケッショ					491r		xo
50-041-01	邦訳日葡辞書	16894	8483	傑	傑	傑出	傑出	qexxut		1	2			ケッ	ケッシュっ					491r		qex
50-041-01	邦訳日葡辞書	16895	8483	出	出	傑出	傑出	qexxut		2	2			シュっ	ケッシュっ					491r		xut
50-041-01	邦訳日葡辞書	16896	8484	化	化	化縁	化縁	qeyen		1	1			ケ	ケエン					491r†		qe
50-041-01	邦訳日葡辞書	16897	8484	縁	縁	化縁	化縁	qeyen		2	2			エン	ケエン					491r†		yen
50-041-01	邦訳日葡辞書	16898	8485	下	下	下用	下用	qey_		1	1			ケ	ケヨゥ					491r†		qe
50-041-01	邦訳日葡辞書	16899	8485	用	用	下用	下用	qey_		2	2			ヨゥ	ケヨゥ					491r†		y_
50-041-01	邦訳日葡辞書	16900	8486	棋	棋	棋	棋	qi		1	1			キ	キ					491r		qi
50-041-01	邦訳日葡辞書	16901	8487	飢	飢	飢	飢	qi		1	1			キ	キ					492l†		qi
50-041-01	邦訳日葡辞書	16902	8488	驥	驥	驥	驥	qi		1	1			キ	キ					492l		qi
50-041-01	邦訳日葡辞書	16903	8489	氣	気	氣	気	qi		1	1			キ	キ					492l	3項目を統合	qi
50-041-01	邦訳日葡辞書	16904	8490	氣	気	氣煩	気の煩ひ	qi	混種語	1	1			キ	キ				"見出し語出現形：qi. l, qino vazurai"	492l†Ｌ		qi
50-041-01	邦訳日葡辞書	16905	8491	記	記	記	記	qi		1	1			キ	キ					492l†		qi
50-041-01	邦訳日葡辞書	16906	8492	脚	脚	脚下	脚下	qiacca		1	2			キャッ	キャッカ					492l		qiac
50-041-01	邦訳日葡辞書	16907	8492	下	下	脚下	脚下	qiacca		2	1			カ	キャッカ					492l		ca
50-041-01	邦訳日葡辞書	16908	8493	脚	脚	脚跟	脚跟	qiaccon		1	2			キャッ	キャッコン					492l		qiac
50-041-01	邦訳日葡辞書	16909	8493	跟	跟	脚跟	脚跟	qiaccon		2	2			コン	キャッコン					492l		con
50-041-01	邦訳日葡辞書	16910	8494	脚	脚	脚脛	脚脛	qiacqei		1	2			キャッ	キャッケイ					492l†		qiac
50-041-01	邦訳日葡辞書	16911	8494	脛	脛	脚脛	脚脛	qiacqei		2	2			ケイ	キャッケイ					492l†		qei
50-041-01	邦訳日葡辞書	16912	8495	客	客	客	客	qiacu		1	2			キャク	キャク					492l		qiacu
50-041-01	邦訳日葡辞書	16913	8496	隔	隔	隔別	隔別	qiacubet		1	2			キャク	キャクベっ					492l†		qiacu
50-041-01	邦訳日葡辞書	16914	8496	別	別	隔別	隔別	qiacubet		2	2			ベっ	キャクベっ					492l†		bet
50-041-01	邦訳日葡辞書	16915	8497	客	客	客殿	客殿	qiacud_		1	2			キャク	キャクデン					492l		qiacu
50-041-01	邦訳日葡辞書	16916	8497	殿	殿	客殿	客殿	qiacud_		2	2			デン	キャクデン					492l		d_
50-041-01	邦訳日葡辞書	16917	8498	客	客	客人	客人	qiacujin		1	2			キャク	キャクジン					492l		qiacu
50-041-01	邦訳日葡辞書	16918	8498	人	人	客人	客人	qiacujin		2	2			ジン	キャクジン					492l		jin
50-041-01	邦訳日葡辞書	16919	8499	客	客	客來	客来	qiacurai		1	2			キャク	キャクライ					492r		qiacu
50-041-01	邦訳日葡辞書	16920	8499	來	来	客來	客来	qiacurai		2	2			ライ	キャクライ					492r		rai
50-041-01	邦訳日葡辞書	16921	8500	隔	隔	隔歴	隔歴	qiacureqi		1	2			キャク	キャクレキ					492r†		qiacu
50-041-01	邦訳日葡辞書	16922	8500	歴	歴	隔歴	隔歴	qiacureqi		2	2			レキ	キャクレキ					492r†		reqi
50-041-01	邦訳日葡辞書	16923	8501	客	客	客櫓	客櫓	qiacuro		1	2			キャク	キャクロ					492r		qiacu
50-041-01	邦訳日葡辞書	16924	8501	櫓	櫓	客櫓	客櫓	qiacuro		2	1			ロ	キャクロ					492r		ro
50-041-01	邦訳日葡辞書	16925	8502	客	客	客僧	客僧	qiacus_		1	2			キャク	キャクソゥ					492r		qiacu
50-041-01	邦訳日葡辞書	16926	8502	僧	僧	客僧	客僧	qiacus_		2	2			ソゥ	キャクソゥ					492r		s_
50-041-01	邦訳日葡辞書	16927	8503	客	客	客星	客星	qiacuxei		1	2			キャク	キャクセイ					492r		qiacu
50-041-01	邦訳日葡辞書	16928	8503	星	星	客星	客星	qiacuxei		2	2			セイ	キャクセイ					492r		xei
50-041-01	邦訳日葡辞書	16929	8504	隔	隔	隔心	隔心	qiacuxin		1	2			キャク	キャクシン					492r		qiacu
50-041-01	邦訳日葡辞書	16930	8504	心	心	隔心	隔心	qiacuxin		2	2			シン	キャクシン					492r		xin
50-041-01	邦訳日葡辞書	16931	8505	脚	脚	脚絆	脚絆	qiafan		1	1			キャ	キャハン					492r		qia
50-041-01	邦訳日葡辞書	16932	8505	絆	絆	脚絆	脚絆	qiafan		2	2			ハン	キャハン					492r		fan
50-041-01	邦訳日葡辞書	16933	8506	脚	脚	脚布	脚布	qiafu		1	1			キャ	キャフ					492r		qia
50-041-01	邦訳日葡辞書	16934	8506	布	布	脚布	脚布	qiafu		2	1			フ	キャフ					492r		fu
50-041-01	邦訳日葡辞書	16935	8507	氣	気	氣合	気合	qiai	混種語	1	1			キ	キアイ				推定表記出現形：気合・気相	492r		qi
50-041-01	邦訳日葡辞書	16936	8508	氣	気	氣相	気相	qiai	混種語	1	1			キ	キアイ				推定表記出現形：気合・気相	492r		qi
50-041-01	邦訳日葡辞書	16937	8509	花	花	花文字	花文字	qiamoji		1	1			キャ	キャモジ				"見出し語出現形：qiamojina. l, qiaxa."	492r		qia
50-041-01	邦訳日葡辞書	16938	8509	文	文	花文字	花文字	qiamoji		2	1			モ	キャモジ				"見出し語出現形：qiamojina. l, qiaxa."	492r		mo
50-041-01	邦訳日葡辞書	16939	8509	字	字	花文字	花文字	qiamoji		3	1			ジ	キャモジ				"見出し語出現形：qiamojina. l, qiaxa."	492r		ji
50-041-01	邦訳日葡辞書	16940	8510	脚	脚	脚布	脚布	qiappu		1	2			キャッ	キャップ					492r		qiap
50-041-01	邦訳日葡辞書	16941	8510	布	布	脚布	脚布	qiappu		2	1			プ	キャップ					492r		pu
50-041-01	邦訳日葡辞書	16942	8511	伽	伽	伽羅	伽羅	qiara		1	1			キャ	キャラ					492r		qia
50-041-01	邦訳日葡辞書	16943	8511	羅	羅	伽羅	伽羅	qiara		2	1			ラ	キャラ					492r		ra
50-041-01	邦訳日葡辞書	16944	8512	脚	脚	脚榻	脚榻	qiatat		1	1			キャ	キャタっ				"見出し語出現形：qiatat. l, qiatat_u."	492r		qia
50-041-01	邦訳日葡辞書	16945	8512	榻	榻	脚榻	脚榻	qiatat		2	2			タっ	キャタっ				"見出し語出現形：qiatat. l, qiatat_u."	492r		tat
50-041-01	邦訳日葡辞書	16946	8513	脚	脚	脚榻	脚榻	qiarat_u		1	1			キャ	キャタツ				"語形注記：Meli_s, Qiatat."	492r	2項目を統合	qia
50-041-01	邦訳日葡辞書	16947	8513	榻	榻	脚榻	脚榻	qiarat_u		2	2			タツ	キャタツ				"語形注記：Meli_s, Qiatat."	492r	2項目を統合	tat_u
50-041-01	邦訳日葡辞書	16948	8514	花	花	花車	花車	qiaxa		1	1			キャ	キャシャ				推定表記出現形：花車・花奢	492r	2項目を統合（qiamojinaのvel注記）／複合派生項目：qiaxana	qia
50-041-01	邦訳日葡辞書	16949	8514	車	車	花車	花車	qiaxa		2	1			シャ	キャシャ				推定表記出現形：花車・花奢	492r	2項目を統合（qiamojinaのvel注記）／複合派生項目：qiaxana	xa
50-041-01	邦訳日葡辞書	16950	8515	花	花	花奢	花奢	qiaxa		1	1			キャ	キャシャ				推定表記出現形：花車・花奢	492r	2項目を統合（qiamojinaのvel注記）／複合派生項目：qiaxana	qia
50-041-01	邦訳日葡辞書	16951	8515	奢	奢	花奢	花奢	qiaxa		2	1			シャ	キャシャ				推定表記出現形：花車・花奢	492r	2項目を統合（qiamojinaのvel注記）／複合派生項目：qiaxana	xa
50-041-01	邦訳日葡辞書	16952	8516	騎	騎	騎馬	騎馬	qiba		1	1			キ	キバ					492r		qi
50-041-01	邦訳日葡辞書	16953	8516	馬	馬	騎馬	騎馬	qiba		2	1			バ	キバ					492r		ba
50-041-01	邦訳日葡辞書	16954	8517	騎	騎	騎馬衆	騎馬の衆	qibano x_	混種語	1	1			キ	キバノシュゥ					492r		qi
50-041-01	邦訳日葡辞書	16955	8517	馬	馬	騎馬衆	騎馬の衆	qibano x_	混種語	2	1			バ	キバノシュゥ					492r		ba
50-041-01	邦訳日葡辞書	16956	8517	衆	衆	騎馬衆	騎馬の衆	qibano x_	混種語	4	2			シュゥ	キバノシュゥ					492r		x_
50-041-01	邦訳日葡辞書	16957	8518	記	記	記別	記別	qibet		1	1			キ	キベっ					493l†		qi
50-041-01	邦訳日葡辞書	16958	8518	別	別	記別	記別	qibet		2	2			ベっ	キベっ					493l†		bet
50-041-01	邦訳日葡辞書	16959	8519	氣	気	氣味	気味	qibi		1	1			キ	キビ					493l		qi
50-041-01	邦訳日葡辞書	16960	8519	味	味	氣味	気味	qibi		2	1			ビ	キビ					493l		bi
50-041-01	邦訳日葡辞書	16961	8520	團	団	黍團子	黍団子	qibidango	混種語	2	2			ダン	キビダンゴ					493l		dan
50-041-01	邦訳日葡辞書	16962	8520	子	子	黍團子	黍団子	qibidango	混種語	3	1			ゴ	キビダンゴ					493l		go
50-041-01	邦訳日葡辞書	16963	8521	規	規	規模	規模	qibo		1	1			キ	キボ					493l		qi
50-041-01	邦訳日葡辞書	16964	8521	模	模	規模	規模	qibo		2	1			ボ	キボ					493l		bo
50-041-01	邦訳日葡辞書	16965	8522	危	危	危亡	危亡	qibo_		1	1			キ	キバゥ					493l		qi
50-041-01	邦訳日葡辞書	16966	8522	亡	亡	危亡	危亡	qibo_		2	2			バゥ	キバゥ					493l		bo_
50-041-01	邦訳日葡辞書	16967	8523	飢	飢	飢飽	飢飽	qibo_		1	1			キ	キバゥ					493l		qi
50-041-01	邦訳日葡辞書	16968	8523	飽	飽	飢飽	飢飽	qibo_		2	2			バゥ	キバゥ					493l		bo_
50-041-01	邦訳日葡辞書	16969	8524	貴	貴	貴坊	貴坊	qibo_		1	1			キ	キバゥ					493l		qi
50-041-01	邦訳日葡辞書	16970	8524	坊	坊	貴坊	貴坊	qibo_		2	2			バゥ	キバゥ					493l		bo_
50-041-01	邦訳日葡辞書	16971	8525	法	法	生法師	生法師	qib_xi	混種語	2	2			ボゥ	キボゥシ					493l†		b_
50-041-01	邦訳日葡辞書	16972	8525	師	師	生法師	生法師	qib_xi	混種語	3	1			シ	キボゥシ					493l†		xi
50-041-01	邦訳日葡辞書	16973	8526	歸	帰	歸服	帰服	qibucu		1	1			キ	キブク					493l		qi
50-041-01	邦訳日葡辞書	16974	8526	服	服	歸服	帰服	qibucu		2	2			ブク	キブク					493l		bucu
50-041-01	邦訳日葡辞書	16975	8527	覆	覆	黄覆輪	黄覆輪	qibucurin	混種語	2	2			ブク	キブクリン					493l†		bucu
50-041-01	邦訳日葡辞書	16976	8527	輪	輪	黄覆輪	黄覆輪	qibucurin	混種語	3	2			リン	キブクリン					493l†		rin
50-041-01	邦訳日葡辞書	16977	8528	氣	気	氣分	気分	qibun		1	1			キ	キブン					493r		qi
50-041-01	邦訳日葡辞書	16978	8528	分	分	氣分	気分	qibun		2	2			ブン	キブン					493r		bun
50-041-01	邦訳日葡辞書	16979	8529	氣	気	氣	気ぶさひ	qibusai	混種語	1	1			キ	キブサイ					493r	"複合派生項目：qibusaina, qibusaini"	qi
50-041-01	邦訳日葡辞書	16980	8530	飢	飢	飢寒	飢寒	qican		1	1			キ	キカン					493r		qi
50-041-01	邦訳日葡辞書	16981	8530	寒	寒	飢寒	飢寒	qican		2	2			カン	キカン					493r		can
50-041-01	邦訳日葡辞書	16982	8531	龜	亀	龜鑑	亀鑑	qican		1	1			キ	キカン					493r†		qi
50-041-01	邦訳日葡辞書	16983	8531	鑑	鑑	龜鑑	亀鑑	qican		2	2			カン	キカン					493r†		can
50-041-01	邦訳日葡辞書	16984	8532	飢	飢	飢渇	飢渇	qicat		1	1			キ	キカっ					493r		qi
50-041-01	邦訳日葡辞書	16985	8532	渇	渇	飢渇	飢渇	qicat		2	2			カっ	キカっ					493r		cat
50-041-01	邦訳日葡辞書	16986	8533	龜	亀	龜甲	亀甲	qicc_		1	2			キッ	キッコゥ					493r†		qic
50-041-01	邦訳日葡辞書	16987	8533	甲	甲	龜甲	亀甲	qicc_		2	2			コゥ	キッコゥ					493r†		c_
50-041-01	邦訳日葡辞書	16988	8534	茶	茶	黄茶	黄茶	qicha	混種語	2	1			チャ	キチャ					493r		cha
50-041-01	邦訳日葡辞書	16989	8535	棄	棄	棄置	棄置	qichi		1	1			キ	キチ					493r†		qi
50-041-01	邦訳日葡辞書	16990	8535	置	置	棄置	棄置	qichi		2	1			チ	キチ					493r†		chi
50-041-01	邦訳日葡辞書	16991	8536	鬼	鬼	鬼畜	鬼畜	qichicu		1	1			キ	キチク					494l		qi
50-041-01	邦訳日葡辞書	16992	8536	畜	畜	鬼畜	鬼畜	qichicu		2	2			チク	キチク					494l		chicu
50-041-01	邦訳日葡辞書	16993	8537	氣	気	氣違	気違ひ	qichigai	混種語	1	1			キ	キチガイ					494l†		qi
50-041-01	邦訳日葡辞書	16994	8538	吉	吉	吉事	吉事	qichiji		1	2			キチ	キチジ					494l		qichi
50-041-01	邦訳日葡辞書	16995	8538	事	事	吉事	吉事	qichiji		2	1			ジ	キチジ					494l		ji
50-041-01	邦訳日葡辞書	16996	8539	吉	吉	吉日	吉日	qichinichi		1	2			キチ	キチニチ					494l		qichi
50-041-01	邦訳日葡辞書	16997	8539	日	日	吉日	吉日	qichinichi		2	2			ニチ	キチニチ					494l		nichi
50-041-01	邦訳日葡辞書	16998	8540	吉	吉	吉例	吉例	qichirei		1	2			キチ	キチレイ					494l		qichi
50-041-01	邦訳日葡辞書	16999	8540	例	例	吉例	吉例	qichirei		2	2			レイ	キチレイ					494l		rei
50-041-01	邦訳日葡辞書	17000	8541	几	几	几帳	几帳	qicho_		1	1			キ	キチャゥ					494l		qi
50-041-01	邦訳日葡辞書	17001	8541	帳	帳	几帳	几帳	qicho_		2	2			チャゥ	キチャゥ					494l		cho_
50-041-01	邦訳日葡辞書	17002	8542	飢	飢	飢腸	飢腸	qicho_		1	1			キ	キチャゥ					494l		qi
50-041-01	邦訳日葡辞書	17003	8542	腸	腸	飢腸	飢腸	qicho_		2	2			チャゥ	キチャゥ					494l		cho_
50-041-01	邦訳日葡辞書	17004	8543	歸	帰	歸朝	帰朝	qich_		1	1			キ	キチョゥ					494l		qi
50-041-01	邦訳日葡辞書	17005	8543	朝	朝	歸朝	帰朝	qich_		2	2			チョゥ	キチョゥ					494l		ch_
50-041-01	邦訳日葡辞書	17006	8544	几	几	几帳面	几帳面	qicho_men		1	1			キ	キチャゥメン					494l		qi
50-041-01	邦訳日葡辞書	17007	8544	帳	帳	几帳面	几帳面	qicho_men		2	2			チャゥ	キチャゥメン					494l		cho_
50-041-01	邦訳日葡辞書	17008	8544	面	面	几帳面	几帳面	qicho_men		3	2			メン	キチャゥメン					494l		men
50-041-01	邦訳日葡辞書	17009	8545	貴	貴	貴公	貴公	qic_		1	1			キ	キコゥ					494l		qi
50-041-01	邦訳日葡辞書	17010	8545	公	公	貴公	貴公	qic_		2	2			コゥ	キコゥ					494l		c_
50-041-01	邦訳日葡辞書	17011	8546	枳	枳	枳殼	枳殻	qicocu		1	1			キ	キコク					494l		qi
50-041-01	邦訳日葡辞書	17012	8546	殼	殻	枳殼	枳殻	qicocu		2	2			コク	キコク					494l		cocu
50-041-01	邦訳日葡辞書	17013	8547	歸	帰	歸國	帰国	qicocu		1	1			キ	キコク					494l		qi
50-041-01	邦訳日葡辞書	17014	8547	國	国	歸國	帰国	qicocu		2	2			コク	キコク					494l		cocu
50-041-01	邦訳日葡辞書	17015	8548	起	起	起居動靜	起居動静	qicod_jo_		1	1			キ	キコドゥジャゥ					494l		qi
50-041-01	邦訳日葡辞書	17016	8548	居	居	起居動靜	起居動静	qicod_jo_		2	1			コ	キコドゥジャゥ					494l		co
50-041-01	邦訳日葡辞書	17017	8548	動	動	起居動靜	起居動静	qicod_jo_		3	2			ドゥ	キコドゥジャゥ					494l		d_
50-041-01	邦訳日葡辞書	17018	8548	靜	静	起居動靜	起居動静	qicod_jo_		4	2			ジャゥ	キコドゥジャゥ					494l		jo_
50-041-01	邦訳日葡辞書	17019	8549	起	起	起居動靜	起居動静	qico d_yo_		1	1			キ	キコドゥヤゥ					494l		qi
50-041-01	邦訳日葡辞書	17020	8549	居	居	起居動靜	起居動静	qico d_yo_		2	1			コ	キコドゥヤゥ					494l		co
50-041-01	邦訳日葡辞書	17021	8549	動	動	起居動靜	起居動静	qico d_yo_		3	2			ドゥ	キコドゥヤゥ					494l		d_
50-041-01	邦訳日葡辞書	17022	8549	靜	静	起居動靜	起居動静	qico d_yo_		4	2			ヤゥ	キコドゥヤゥ					494l		yo_
50-041-01	邦訳日葡辞書	17023	8550	機	機	機根	機根	qicon		1	1			キ	キコン				推定表記出現形：機根・気根	494r		qi
50-041-01	邦訳日葡辞書	17024	8550	根	根	機根	機根	qicon		2	2			コン	キコン				推定表記出現形：機根・気根	494r		con
50-041-01	邦訳日葡辞書	17025	8551	氣	気	氣根	気根	qicon		1	1			キ	キコン				推定表記出現形：機根・気根	494r		qi
50-041-01	邦訳日葡辞書	17026	8551	根	根	氣根	気根	qicon		2	2			コン	キコン				推定表記出現形：機根・気根	494r		con
